Name,ID,Ort,Bundesstaat,Region,Land,Jahr,Kilometerstand,Kraftstoff,Schaltung,Besitzer,KilometerPerLiter,Hubraum ,PS,Sitze,PreisEuro,Daten für Jason 
Audi A4 2.0 TDI 177  Premium Plus,129414,Pune,Maharashtra,Westindien,Indien,2013,87000,Diesel,Automatic,First,23954,1968,17433,5,1805937,"{""data"": { ""id"":""129414,Audi A4 2.0 TDI 177  Premium Plus"" }},"
Honda Amaze S i-Vtech,129415,Delhi,DelhiStaat,Nordindien,Indien,2015,52513,Benzin,Manual,First,252,1198,867,5,541781,"{""data"": { ""id"":""129415,Honda Amaze S i-Vtech"" }},"
Ford EcoSport 1.5 Ti VCT AT Titanium,129416,Kochi,Kerala,Südindien,Indien,2016,43983,Benzin,Automatic,First,21882,1499,1104,5,883162,"{""data"": { ""id"":""129416,Ford EcoSport 1.5 Ti VCT AT Titanium"" }},"
Maruti Alto K10 2010-2014 VXI,129417,Hyderabad,Telangana,Südindien,Indien,2013,90121,Benzin,Manual,First,29288,998,671,5,256327,"{""data"": { ""id"":""129417,Maruti Alto K10 2010-2014 VXI"" }},"
Audi A6 3.0 TDI quattro,129418,Bangalore,Karnataka,Südindien,Indien,2011,50000,Diesel,Automatic,Third,23478,2967,24138,5,2446754,"{""data"": { ""id"":""129418,Audi A6 3.0 TDI quattro"" }},"
Volkswagen Passat Diesel Highline 2.0 TDI,129419,Kolkata,Westbengalen,Ostindien,Indien,2011,42500,Diesel,Automatic,First,25662,1968,1677,5,611688,"{""data"": { ""id"":""129419,Volkswagen Passat Diesel Highline 2.0 TDI"" }},"
Maruti Swift VDI,129420,Kochi,Kerala,Südindien,Indien,2016,62192,Diesel,Manual,First,3976,1248,74,5,608193,"{""data"": { ""id"":""129420,Maruti Swift VDI"" }},"
Mahindra Logan Diesel 1.5 DLS,129421,Chennai,Tamil Nadu,Ostindien,Indien,2011,128000,Diesel,Manual,Third,2688,1461,65,5,233024,"{""data"": { ""id"":""129421,Mahindra Logan Diesel 1.5 DLS"" }},"
Maruti Ciaz Alpha,129422,Kochi,Kerala,Südindien,Indien,2018,38394,Benzin,Manual,First,30184,1462,10325,5,1069581,"{""data"": { ""id"":""129422,Maruti Ciaz Alpha"" }},"
Tata Nano Lx,129423,Coimbatore,Tamil Nadu,Ostindien,Indien,2013,37287,Benzin,Manual,First,364,624,35,4,202731,"{""data"": { ""id"":""129423,Tata Nano Lx"" }},"
Honda City 1.5 V AT,129424,Delhi,DelhiStaat,Nordindien,Indien,2011,60000,Benzin,Automatic,First,2352,1497,118,5,518479,"{""data"": { ""id"":""129424,Honda City 1.5 V AT"" }},"
Ford Figo 2015-2019 1.2P Trend MT,129425,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,39419,Benzin,Manual,First,25424,1196,868,5,576735,"{""data"": { ""id"":""129425,Ford Figo 2015-2019 1.2P Trend MT"" }},"
Hyundai i20 Sportz 1.4 CRDi,129426,Delhi,DelhiStaat,Nordindien,Indien,2014,55000,Diesel,Manual,First,31556,1396,8873,5,657128,"{""data"": { ""id"":""129426,Hyundai i20 Sportz 1.4 CRDi"" }},"
Ford EcoSport 1.5 Ti VCT MT Titanium BE,129427,Mumbai,Maharashtra,Westindien,Indien,2016,7000,Benzin,Manual,First,26432,1499,1104,5,803933,"{""data"": { ""id"":""129427,Ford EcoSport 1.5 Ti VCT MT Titanium BE"" }},"
Audi A4 2.0 TDI,129428,Hyderabad,Telangana,Südindien,Indien,2011,85000,Diesel,Automatic,First,2317,1968,14751,5,1625344,"{""data"": { ""id"":""129428,Audi A4 2.0 TDI"" }},"
BMW 1 Series 118d Sport Line,129429,Hyderabad,Telangana,Südindien,Indien,2013,51000,Diesel,Automatic,Second,28812,1995,143,5,1980706,"{""data"": { ""id"":""129429,BMW 1 Series 118d Sport Line"" }},"
Tata Safari DICOR 2.2 LX 4x2,129430,Bangalore,Karnataka,Südindien,Indien,2012,90000,Diesel,Manual,Second,19502,2179,13803,7,535956,"{""data"": { ""id"":""129430,Tata Safari DICOR 2.2 LX 4x2"" }},"
Mahindra Scorpio VLX 4WD AIRBAG BSIV,129431,Jaipur,Rajastahn,Nordindien,Indien,2010,105000,Diesel,Manual,Second,1687,2179,120,8,607028,"{""data"": { ""id"":""129431,Mahindra Scorpio VLX 4WD AIRBAG BSIV"" }},"
Hyundai Creta 1.6 SX Plus Dual Tone Benzin,129432,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,36458,Benzin,Manual,First,21406,1591,1213,5,1437759,"{""data"": { ""id"":""129432,Hyundai Creta 1.6 SX Plus Dual Tone Benzin"" }},"
Honda City ZX VTEC,129433,Chennai,Tamil Nadu,Ostindien,Indien,2006,109000,Benzin,Manual,First,2366,1497,100,5,174768,"{""data"": { ""id"":""129433,Honda City ZX VTEC"" }},"
BMW X1 sDrive 20d Sportline,129434,Delhi,DelhiStaat,Nordindien,Indien,2015,49000,Diesel,Automatic,First,2387,1995,184,5,2678613,"{""data"": { ""id"":""129434,BMW X1 sDrive 20d Sportline"" }},"
Land Rover Range Rover Sport 2005 2012 HSE,129435,Hyderabad,Telangana,Südindien,Indien,2010,45000,Diesel,Automatic,First,2058,2993,2414,6,4660484,"{""data"": { ""id"":""129435,Land Rover Range Rover Sport 2005 2012 HSE"" }},"
Maruti Alto LXi BSIII,129436,Chennai,Tamil Nadu,Ostindien,Indien,2008,68000,Benzin,Manual,Third,2758,796,463,5,139815,"{""data"": { ""id"":""129436,Maruti Alto LXi BSIII"" }},"
Hyundai i10 Asta Sunroof AT,129437,Mumbai,Maharashtra,Westindien,Indien,2011,54000,Benzin,Automatic,First,2688,1197,80,5,337885,"{""data"": { ""id"":""129437,Hyundai i10 Asta Sunroof AT"" }},"
Hyundai Elantra 2.0 SX Option AT,129438,Delhi,DelhiStaat,Nordindien,Indien,2016,28000,Benzin,Automatic,First,20468,1999,14992,5,1619518,"{""data"": { ""id"":""129438,Hyundai Elantra 2.0 SX Option AT"" }},"
Maruti Ciaz RS ZDi Plus SHVS,129439,Delhi,DelhiStaat,Nordindien,Indien,2016,38500,Diesel,Manual,Second,39326,1248,885,5,914620,"{""data"": { ""id"":""129439,Maruti Ciaz RS ZDi Plus SHVS"" }},"
BMW X5 xDrive 30d,129440,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,17738,Diesel,Automatic,First,2142,2993,258,5,6344084,"{""data"": { ""id"":""129440,BMW X5 xDrive 30d"" }},"
Chevrolet Tavera LT 9 Str BS IV,129441,Kolkata,Westbengalen,Ostindien,Indien,2012,67132,Diesel,Manual,First,19012,2499,78,9,553432,"{""data"": { ""id"":""129441,Chevrolet Tavera LT 9 Str BS IV"" }},"
Volkswagen Vento 1.5 TDI Trendline,129442,Mumbai,Maharashtra,Westindien,Indien,2011,47000,Diesel,Manual,First,28896,1498,1085,5,378664,"{""data"": { ""id"":""129442,Volkswagen Vento 1.5 TDI Trendline"" }},"
Honda City i VTEC V,129443,Mumbai,Maharashtra,Westindien,Indien,2015,28005,Benzin,Manual,First,2492,1497,1173,5,827236,"{""data"": { ""id"":""129443,Honda City i VTEC V"" }},"
Maruti Swift VXI BSIV,129444,Kolkata,Westbengalen,Ostindien,Indien,2017,13000,Benzin,Manual,First,2856,1197,818,5,541781,"{""data"": { ""id"":""129444,Maruti Swift VXI BSIV"" }},"
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,129445,Kolkata,Westbengalen,Ostindien,Indien,2012,67000,Diesel,Manual,First,27062,1968,1381,5,582560,"{""data"": { ""id"":""129445,Volkswagen Jetta 2012-2014 2.0L TDI Comfortline"" }},"
Hyundai i20 Sportz 1.2,129446,Delhi,DelhiStaat,Nordindien,Indien,2015,50000,Benzin,Manual,First,2604,1197,8183,5,576735,"{""data"": { ""id"":""129446,Hyundai i20 Sportz 1.2"" }},"
Mahindra XUV500 W8 2WD,129447,Bangalore,Karnataka,Südindien,Indien,2014,55000,Diesel,Manual,First,2114,2179,140,7,1141819,"{""data"": { ""id"":""129447,Mahindra XUV500 W8 2WD"" }},"
Mercedes-Benz E-Class E 350 d,129448,Coimbatore,Tamil Nadu,Ostindien,Indien,2019,9312,Diesel,Automatic,First,252,2987,258,5,9181153,"{""data"": { ""id"":""129448,Mercedes-Benz E-Class E 350 d"" }},"
Maruti Celerio LXI,129449,Kolkata,Westbengalen,Ostindien,Indien,2015,30458,Benzin,Manual,First,3234,998,6704,5,348371,"{""data"": { ""id"":""129449,Maruti Celerio LXI"" }},"
Volkswagen Vento 1.6 Highline,129450,Mumbai,Maharashtra,Westindien,Indien,2014,46000,Benzin,Manual,First,21056,1598,1032,5,518479,"{""data"": { ""id"":""129450,Volkswagen Vento 1.6 Highline"" }},"
Tata Nano XT,129451,Pune,Maharashtra,Westindien,Indien,2011,50000,Benzin,Manual,Second,3346,624,3748,4,87384,"{""data"": { ""id"":""129451,Tata Nano XT"" }},"
Hyundai Xcent 1.2 Kappa S Option CNG,129452,Delhi,DelhiStaat,Nordindien,Indien,2016,36676,CNG,Manual,First,35,1197,8186,5,582560,"{""data"": { ""id"":""129452,Hyundai Xcent 1.2 Kappa S Option CNG"" }},"
Ford EcoSport 1.5 TDCi Titanium,129453,Chennai,Tamil Nadu,Ostindien,Indien,2014,72563,Diesel,Manual,Second,31878,1498,9859,5,582560,"{""data"": { ""id"":""129453,Ford EcoSport 1.5 TDCi Titanium"" }},"
Hyundai Elantra 2.0 SX Option AT,129454,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,58239,Benzin,Automatic,First,20468,1999,14992,5,1129002,"{""data"": { ""id"":""129454,Hyundai Elantra 2.0 SX Option AT"" }},"
Chevrolet Enjoy 1.3 TCDi LTZ 8,129455,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,57934,Diesel,Manual,First,2548,1248,7374,8,640817,"{""data"": { ""id"":""129455,Chevrolet Enjoy 1.3 TCDi LTZ 8"" }},"
BMW X5 xDrive 30d M Sport,129456,Chennai,Tamil Nadu,Ostindien,Indien,2017,6500000,Diesel,Automatic,First,22358,2993,258,5,7573286,"{""data"": { ""id"":""129456,BMW X5 xDrive 30d M Sport"" }},"
Volkswagen Polo 1.5 TDI Highline,129457,Jaipur,Rajastahn,Nordindien,Indien,2015,63000,Diesel,Manual,First,28196,1498,888,5,595377,"{""data"": { ""id"":""129457,Volkswagen Polo 1.5 TDI Highline"" }},"
Skoda Fabia 1.2 MPI Ambition Plus,129458,Mumbai,Maharashtra,Westindien,Indien,2012,27014,Benzin,Manual,First,2275,1198,75,5,255161,"{""data"": { ""id"":""129458,Skoda Fabia 1.2 MPI Ambition Plus"" }},"
Volkswagen Vento Diesel Comfortline,129459,Chennai,Tamil Nadu,Ostindien,Indien,2012,90906,Diesel,Manual,First,28756,1598,1036,5,495176,"{""data"": { ""id"":""129459,Volkswagen Vento Diesel Comfortline"" }},"
Mahindra Ssangyong Rexton RX7,129460,Hyderabad,Telangana,Südindien,Indien,2013,61202,Diesel,Automatic,First,15652,2696,184,7,1689425,"{""data"": { ""id"":""129460,Mahindra Ssangyong Rexton RX7"" }},"
Nissan Terrano XL D Option,129461,Mumbai,Maharashtra,Westindien,Indien,2014,51000,Diesel,Manual,First,27818,1461,8314,5,658293,"{""data"": { ""id"":""129461,Nissan Terrano XL D Option"" }},"
Toyota Fortuner 2.8 2WD AT,129462,Ahmedabad,Gujarat,Westindien,Indien,2016,88008,Diesel,Automatic,Second,1806,2755,1745,7,2621522,"{""data"": { ""id"":""129462,Toyota Fortuner 2.8 2WD AT"" }},"
Toyota Corolla H4,129463,Jaipur,Rajastahn,Nordindien,Indien,2004,160000,Benzin,Automatic,Second,1582,1794,125,5,174768,"{""data"": { ""id"":""129463,Toyota Corolla H4"" }},"
Hyundai i10 Sportz,129464,Kochi,Kerala,Südindien,Indien,2012,42591,Benzin,Manual,First,28504,1197,789,5,372839,"{""data"": { ""id"":""129464,Hyundai i10 Sportz"" }},"
Hyundai i20 1.4 CRDi Sportz,129465,Bangalore,Karnataka,Südindien,Indien,2012,67000,Diesel,Manual,First,322,1396,90,5,524304,"{""data"": { ""id"":""129465,Hyundai i20 1.4 CRDi Sportz"" }},"
Honda Amaze S i-Dtech,129466,Pune,Maharashtra,Westindien,Indien,2014,48000,Diesel,Manual,Second,3612,1498,986,5,524304,"{""data"": { ""id"":""129466,Honda Amaze S i-Dtech"" }},"
Hyundai Verna 1.6 SX CRDI (O) AT,129467,Jaipur,Rajastahn,Nordindien,Indien,2014,97000,Diesel,Automatic,First,31248,1582,12632,5,932097,"{""data"": { ""id"":""129467,Hyundai Verna 1.6 SX CRDI (O) AT"" }},"
Mercedes-Benz GLA Class 200 d Sport,129468,Mumbai,Maharashtra,Westindien,Indien,2018,10000,Diesel,Automatic,First,2506,2143,136,5,3367200,"{""data"": { ""id"":""129468,Mercedes-Benz GLA Class 200 d Sport"" }},"
Volkswagen Polo 1.5 TDI Trendline,129469,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,56900,Diesel,Manual,First,28196,1498,888,5,477700,"{""data"": { ""id"":""129469,Volkswagen Polo 1.5 TDI Trendline"" }},"
Maruti Baleno Zeta Automatic,129470,Kochi,Kerala,Südindien,Indien,2017,36152,Benzin,Automatic,First,2996,1197,831,5,841217,"{""data"": { ""id"":""129470,Maruti Baleno Zeta Automatic"" }},"
Maruti Swift VDI,129471,Hyderabad,Telangana,Südindien,Indien,2014,85512,Diesel,Manual,First,3206,1248,74,5,675770,"{""data"": { ""id"":""129471,Maruti Swift VDI"" }},"
Mahindra Xylo D2 BSIV,129472,Chennai,Tamil Nadu,Ostindien,Indien,2013,234000,Diesel,Manual,Second,196,2489,95,8,407792,"{""data"": { ""id"":""129472,Mahindra Xylo D2 BSIV"" }},"
Ford Ecosport 1.5 DV5 MT Trend,129473,Bangalore,Karnataka,Südindien,Indien,2013,36000,Diesel,Manual,Second,3178,1498,8984,5,739852,"{""data"": { ""id"":""129473,Ford Ecosport 1.5 DV5 MT Trend"" }},"
Mahindra XUV500 W8 2WD,129474,Delhi,DelhiStaat,Nordindien,Indien,2015,36096,Diesel,Manual,First,2114,2179,140,7,1031132,"{""data"": { ""id"":""129474,Mahindra XUV500 W8 2WD"" }},"
Chevrolet Beat LS,129475,Hyderabad,Telangana,Südindien,Indien,2010,111111,Benzin,Manual,Second,2604,1199,794,5,233024,"{""data"": { ""id"":""129475,Chevrolet Beat LS"" }},"
Hyundai Verna 1.6 VTVT,129476,Bangalore,Karnataka,Südindien,Indien,2012,73000,Benzin,Manual,First,23814,1591,1213,5,640817,"{""data"": { ""id"":""129476,Hyundai Verna 1.6 VTVT"" }},"
Hyundai Grand i10 Asta,129477,Kolkata,Westbengalen,Ostindien,Indien,2014,44300,Benzin,Manual,Second,2646,1197,82,5,267978,"{""data"": { ""id"":""129477,Hyundai Grand i10 Asta"" }},"
Renault Duster 110PS Diesel RxZ,129478,Bangalore,Karnataka,Südindien,Indien,2014,74500,Diesel,Manual,First,26614,1461,10845,5,926271,"{""data"": { ""id"":""129478,Renault Duster 110PS Diesel RxZ"" }},"
Hyundai Xcent 1.2 Kappa S Option,129479,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,21495,Benzin,Manual,First,2674,1197,8186,5,717714,"{""data"": { ""id"":""129479,Hyundai Xcent 1.2 Kappa S Option"" }},"
Hyundai i10 Sportz,129480,Delhi,DelhiStaat,Nordindien,Indien,2012,59000,Benzin,Manual,First,28504,1197,789,5,332059,"{""data"": { ""id"":""129480,Hyundai i10 Sportz"" }},"
Mercedes-Benz GLA Class 200 Sport Edition,129481,Delhi,DelhiStaat,Nordindien,Indien,2016,23000,Benzin,Automatic,First,1918,1991,183,5,2912802,"{""data"": { ""id"":""129481,Mercedes-Benz GLA Class 200 Sport Edition"" }},"
Mercedes-Benz New C-Class 220 CDI MT,129482,Coimbatore,Tamil Nadu,Ostindien,Indien,2008,50135,Diesel,Manual,First,2212,2148,170,5,1207065,"{""data"": { ""id"":""129482,Mercedes-Benz New C-Class 220 CDI MT"" }},"
Mercedes-Benz CLA 200 Sport Edition,129483,Delhi,DelhiStaat,Nordindien,Indien,2016,25000,Benzin,Automatic,First,21056,1991,183,5,3029314,"{""data"": { ""id"":""129483,Mercedes-Benz CLA 200 Sport Edition"" }},"
Hyundai Verna 1.6 SX CRDi (O),129484,Kolkata,Westbengalen,Ostindien,Indien,2013,47000,Diesel,Manual,First,31248,1582,12632,5,506828,"{""data"": { ""id"":""129484,Hyundai Verna 1.6 SX CRDi (O)"" }},"
Mahindra Xylo D2 Maxx,129485,Chennai,Tamil Nadu,Ostindien,Indien,2016,150000,Diesel,Manual,First,2093,2489,937,9,524304,"{""data"": { ""id"":""129485,Mahindra Xylo D2 Maxx"" }},"
Maruti Swift Dzire LDI,129486,Delhi,DelhiStaat,Nordindien,Indien,2015,53503,Diesel,Manual,First,37226,1248,74,5,582560,"{""data"": { ""id"":""129486,Maruti Swift Dzire LDI"" }},"
Hyundai i10 Sportz,129487,Ahmedabad,Gujarat,Westindien,Indien,2014,47003,Benzin,Manual,First,28504,1197,789,5,427599,"{""data"": { ""id"":""129487,Hyundai i10 Sportz"" }},"
Tata Safari Storme Explorer Edition,129488,Delhi,DelhiStaat,Nordindien,Indien,2014,80000,Diesel,Manual,First,196,2179,1381,7,699073,"{""data"": { ""id"":""129488,Tata Safari Storme Explorer Edition"" }},"
Hyundai Grand i10 Asta,129489,Coimbatore,Tamil Nadu,Ostindien,Indien,2018,20492,Benzin,Manual,First,2646,1197,82,5,738687,"{""data"": { ""id"":""129489,Hyundai Grand i10 Asta"" }},"
Mini Cooper Convertible S,129490,Chennai,Tamil Nadu,Ostindien,Indien,2012,17000,Benzin,Automatic,Second,23548,1998,18908,4,2563266,"{""data"": { ""id"":""129490,Mini Cooper Convertible S"" }},"
Toyota Corolla H5,129491,Delhi,DelhiStaat,Nordindien,Indien,2006,79000,Benzin,Manual,Second,1876,1794,125,5,194575,"{""data"": { ""id"":""129491,Toyota Corolla H5"" }},"
Toyota Corolla Altis G MT,129492,Kolkata,Westbengalen,Ostindien,Indien,2014,27000,Benzin,Manual,First,19992,1798,13803,5,926271,"{""data"": { ""id"":""129492,Toyota Corolla Altis G MT"" }},"
Maruti Grand Vitara 2.4 MT,129493,Kochi,Kerala,Südindien,Indien,2018,28786,Benzin,Manual,First,1456,2393,1635,5,1134828,"{""data"": { ""id"":""129493,Maruti Grand Vitara 2.4 MT"" }},"
Mahindra XUV500 W8 1.99 mHawk,129494,Chennai,Tamil Nadu,Ostindien,Indien,2011,143354,Diesel,Manual,Second,224,1997,140,7,699073,"{""data"": { ""id"":""129494,Mahindra XUV500 W8 1.99 mHawk"" }},"
Mini Cooper 3 DOOR S,129495,Mumbai,Maharashtra,Westindien,Indien,2013,21000,Benzin,Automatic,First,24416,1998,18908,4,2505010,"{""data"": { ""id"":""129495,Mini Cooper 3 DOOR S"" }},"
Maruti Wagon R CNG LXI,129496,Pune,Maharashtra,Westindien,Indien,2014,29202,CNG,Manual,First,46956,998,6704,5,454397,"{""data"": { ""id"":""129496,Maruti Wagon R CNG LXI"" }},"
Maruti Ritz VDi,129497,Jaipur,Rajastahn,Nordindien,Indien,2009,73000,Diesel,Manual,Second,2954,1248,739,5,273803,"{""data"": { ""id"":""129497,Maruti Ritz VDi"" }},"
Volkswagen Polo Diesel Comfortline 1.2L,129498,Delhi,DelhiStaat,Nordindien,Indien,2012,74000,Diesel,Manual,Second,30898,1199,739,5,308757,"{""data"": { ""id"":""129498,Volkswagen Polo Diesel Comfortline 1.2L"" }},"
Hyundai i10 Magna,129499,Kochi,Kerala,Südindien,Indien,2011,65423,Benzin,Manual,First,28504,1197,789,5,368178,"{""data"": { ""id"":""129499,Hyundai i10 Magna"" }},"
Maruti A-Star Vxi,129500,Jaipur,Rajastahn,Nordindien,Indien,2009,65000,Benzin,Manual,Second,266,998,661,5,238850,"{""data"": { ""id"":""129500,Maruti A-Star Vxi"" }},"
Maruti Wagon R LXI CNG,129501,Hyderabad,Telangana,Südindien,Indien,2013,83875,CNG,Manual,Second,3724,998,5816,5,343711,"{""data"": { ""id"":""129501,Maruti Wagon R LXI CNG"" }},"
Maruti Wagon R Stingray LXI,129502,Hyderabad,Telangana,Südindien,Indien,2014,55277,Benzin,Manual,First,28714,998,6704,5,454397,"{""data"": { ""id"":""129502,Maruti Wagon R Stingray LXI"" }},"
Honda Mobilio S i DTEC,129503,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,50808,Diesel,Manual,Second,3388,1498,986,7,778301,"{""data"": { ""id"":""129503,Honda Mobilio S i DTEC"" }},"
Hyundai EON Era Plus,129504,Jaipur,Rajastahn,Nordindien,Indien,2017,52000,Benzin,Manual,Second,2954,814,552,5,407792,"{""data"": { ""id"":""129504,Hyundai EON Era Plus"" }},"
Skoda Rapid 1.6 MPI AT Ambition,129505,Mumbai,Maharashtra,Westindien,Indien,2017,32000,Benzin,Automatic,First,20776,1598,10352,5,944913,"{""data"": { ""id"":""129505,Skoda Rapid 1.6 MPI AT Ambition"" }},"
Maruti Ciaz VDi Plus SHVS,129506,Delhi,DelhiStaat,Nordindien,Indien,2017,25000,Diesel,Manual,First,39326,1248,885,5,967050,"{""data"": { ""id"":""129506,Maruti Ciaz VDi Plus SHVS"" }},"
Mercedes-Benz M-Class ML 250 CDI,129507,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,23218,Diesel,Automatic,First,21364,2143,2032,5,5314117,"{""data"": { ""id"":""129507,Mercedes-Benz M-Class ML 250 CDI"" }},"
Skoda Laura Elegance 2.0 TDI CR AT,129508,Pune,Maharashtra,Westindien,Indien,2010,84000,Diesel,Automatic,First,28,1968,1381,5,518479,"{""data"": { ""id"":""129508,Skoda Laura Elegance 2.0 TDI CR AT"" }},"
Maruti Vitara Brezza VDi Option,129509,Delhi,DelhiStaat,Nordindien,Indien,2017,40000,Diesel,Manual,First,3402,1248,885,5,914620,"{""data"": { ""id"":""129509,Maruti Vitara Brezza VDi Option"" }},"
Hyundai Santro Xing GLS LPG,129510,Hyderabad,Telangana,Südindien,Indien,2011,17000,LPG,Manual,First,1883,1086,621,5,361187,"{""data"": { ""id"":""129510,Hyundai Santro Xing GLS LPG"" }},"
Hyundai Grand i10 CRDi Sportz,129511,Kolkata,Westbengalen,Ostindien,Indien,2014,25135,Diesel,Manual,First,336,112,70,5,436920,"{""data"": { ""id"":""129511,Hyundai Grand i10 CRDi Sportz"" }},"
Maruti Ertiga VDI,129512,Delhi,DelhiStaat,Nordindien,Indien,2017,65000,Diesel,Manual,First,35658,1248,885,7,891318,"{""data"": { ""id"":""129512,Maruti Ertiga VDI"" }},"
Hyundai i20 1.2 Sportz,129513,Ahmedabad,Gujarat,Westindien,Indien,2013,40000,Benzin,Manual,First,238,1197,80,5,570909,"{""data"": { ""id"":""129513,Hyundai i20 1.2 Sportz"" }},"
Mahindra XUV500 AT W10 FWD,129514,Coimbatore,Tamil Nadu,Ostindien,Indien,2018,24500,Diesel,Automatic,First,224,2179,140,7,1924780,"{""data"": { ""id"":""129514,Mahindra XUV500 AT W10 FWD"" }},"
Skoda Superb Elegance 1.8 TSI AT,129515,Kochi,Kerala,Südindien,Indien,2016,56674,Benzin,Automatic,First,1918,1798,15775,5,1636995,"{""data"": { ""id"":""129515,Skoda Superb Elegance 1.8 TSI AT"" }},"
Maruti Ciaz VXi Plus,129516,Kochi,Kerala,Südindien,Indien,2016,51950,Benzin,Manual,First,29022,1373,911,5,786457,"{""data"": { ""id"":""129516,Maruti Ciaz VXi Plus"" }},"
Hyundai Creta 1.6 CRDi SX,129517,Kolkata,Westbengalen,Ostindien,Indien,2016,51000,Diesel,Manual,First,27538,1582,1262,5,1071911,"{""data"": { ""id"":""129517,Hyundai Creta 1.6 CRDi SX"" }},"
Honda City 1.5 S MT,129518,Chennai,Tamil Nadu,Ostindien,Indien,2008,114750,Benzin,Manual,Second,238,1497,118,5,320408,"{""data"": { ""id"":""129518,Honda City 1.5 S MT"" }},"
Ford Endeavour 2.2 Trend MT 4X4,129519,Hyderabad,Telangana,Südindien,Indien,2016,107890,Diesel,Manual,First,189,2198,1577,7,2388498,"{""data"": { ""id"":""129519,Ford Endeavour 2.2 Trend MT 4X4"" }},"
Hyundai i20 2015-2017 1.4 Magna ABS,129520,Pune,Maharashtra,Westindien,Indien,2012,64000,Diesel,Manual,First,3066,1396,90,5,495176,"{""data"": { ""id"":""129520,Hyundai i20 2015-2017 1.4 Magna ABS"" }},"
Ford EcoSport 1.5 Benzin Trend,129521,Kolkata,Westbengalen,Ostindien,Indien,2016,21460,Benzin,Manual,First,238,1497,12136,5,699073,"{""data"": { ""id"":""129521,Ford EcoSport 1.5 Benzin Trend"" }},"
Hyundai i20 1.2 Sportz,129522,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,29634,Benzin,Manual,Second,238,1197,80,5,699073,"{""data"": { ""id"":""129522,Hyundai i20 1.2 Sportz"" }},"
Maruti Swift VXI BSIII,129523,Ahmedabad,Gujarat,Westindien,Indien,2008,52000,Benzin,Manual,First,2254,1298,882,5,280794,"{""data"": { ""id"":""129523,Maruti Swift VXI BSIII"" }},"
Honda Jazz V CVT,129524,Hyderabad,Telangana,Südindien,Indien,2015,33000,Benzin,Automatic,First,266,1199,887,5,844713,"{""data"": { ""id"":""129524,Honda Jazz V CVT"" }},"
Volvo XC90 2007-2015 D5 AWD,129525,Kochi,Kerala,Südindien,Indien,2014,89230,Diesel,Manual,First,1554,24,200,7,2755511,"{""data"": { ""id"":""129525,Volvo XC90 2007-2015 D5 AWD"" }},"
Maruti Baleno Alpha 1.2,129526,Delhi,DelhiStaat,Nordindien,Indien,2016,27000,Benzin,Manual,First,2996,1197,831,5,757329,"{""data"": { ""id"":""129526,Maruti Baleno Alpha 1.2"" }},"
Mercedes-Benz GLA Class 200 CDI SPORT,129527,Kochi,Kerala,Südindien,Indien,2017,72524,Diesel,Automatic,Second,2506,2143,136,5,2104208,"{""data"": { ""id"":""129527,Mercedes-Benz GLA Class 200 CDI SPORT"" }},"
Renault KWID RXT,129528,Hyderabad,Telangana,Südindien,Indien,2016,73000,Benzin,Manual,First,35238,799,533,5,372839,"{""data"": { ""id"":""129528,Renault KWID RXT"" }},"
Ford Figo 2015-2019 1.2P Titanium Opt MT,129529,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,21740,Benzin,Manual,First,25424,1196,868,5,748008,"{""data"": { ""id"":""129529,Ford Figo 2015-2019 1.2P Titanium Opt MT"" }},"
Toyota Fortuner 4x2 Manual,129530,Jaipur,Rajastahn,Nordindien,Indien,2015,59000,Diesel,Manual,First,182,2982,1685,7,2679778,"{""data"": { ""id"":""129530,Toyota Fortuner 4x2 Manual"" }},"
Honda City 1.5 S MT,129531,Chennai,Tamil Nadu,Ostindien,Indien,2013,83432,Benzin,Manual,First,238,1497,118,5,687421,"{""data"": { ""id"":""129531,Honda City 1.5 S MT"" }},"
Mahindra Scorpio S2 7 Seater,129532,Pune,Maharashtra,Westindien,Indien,2014,87200,Diesel,Manual,First,2156,2523,75,7,902969,"{""data"": { ""id"":""129532,Mahindra Scorpio S2 7 Seater"" }},"
BMW 3 Series 320d,129533,Hyderabad,Telangana,Südindien,Indien,2012,88000,Diesel,Automatic,First,1848,1995,170,5,1747681,"{""data"": { ""id"":""129533,BMW 3 Series 320d"" }},"
Maruti Vitara Brezza ZDi Plus,129534,Jaipur,Rajastahn,Nordindien,Indien,2017,48324,Diesel,Manual,First,3402,1248,885,5,1048609,"{""data"": { ""id"":""129534,Maruti Vitara Brezza ZDi Plus"" }},"
