ID;Name;Ort;Bundesstaat;Region;Land;Jahr;Kilometerstand;Kraftstoff;Schaltung;Besitzer;KilometerPerLiter;Hubraum ;PS;Sitze;PreisEuro
130743;Hyundai Xcent 1.1 CRDi Base;Hyderabad;Telangana;Südindien;Indien;2016;106092;Diesel;Manual;First;3416;112;71;5;512653
130744;Honda Jazz 1.2 V CVT i VTEC;Delhi;DelhiStaat;Nordindien;Indien;2015;27000;Benzin;Automatic;First;266;1199;887;5;693247
130745;Honda Brio S MT;Ahmedabad;Gujarat;Westindien;Indien;2013;11000;Benzin;Manual;First;2716;1198;868;5;454397
130746;Mercedes-Benz E-Class E250 CDI Avantgrade;Coimbatore;Tamil Nadu;Südindien;Indien;2016;39753;Diesel;Automatic;First;182;2143;2011;5;4110547
130747;Tata Hexa XT;Pune;Maharashtra;Westindien;Indien;2017;39800;Diesel;Manual;First;2464;2179;15386;7;1660297
130748;Hyundai Xcent 1.1 CRDi Base;Pune;Maharashtra;Westindien;Indien;2017;73000;Diesel;Manual;First;3416;112;71;5;524304
130749;Ford Ecosport 1.5 DV5 MT Titanium Optional;Pune;Maharashtra;Westindien;Indien;2015;55000;Diesel;Manual;First;3178;1498;8984;5;873841
130750;Tata Nano XTA;Coimbatore;Tamil Nadu;Südindien;Indien;2017;18351;Benzin;Automatic;First;3066;624;3748;4;397306
130751;Honda Brio VX;Pune;Maharashtra;Westindien;Indien;2013;45000;Benzin;Manual;Second;2716;1198;868;5;378664
130752;Maruti Ertiga SHVS ZDI Plus;Hyderabad;Telangana;Südindien;Indien;2016;112200;Diesel;Manual;First;34328;1248;885;7;967050
130753;Hyundai i10 Sportz 1.2;Bangalore;Karnataka;Südindien;Indien;2010;29000;Benzin;Manual;First;28504;1197;789;5;401967
130754;Mahindra XUV500 W10 2WD;Mumbai;Maharashtra;Westindien;Indien;2015;53392;Diesel;Manual;First;224;2179;140;7;1392320
130755;Volkswagen Vento Diesel Highline;Hyderabad;Telangana;Südindien;Indien;2010;71000;Diesel;Manual;First;28756;1598;1036;5;495176
130756;Tata Safari Storme 2012-2015 VX;Hyderabad;Telangana;Südindien;Indien;2014;93000;Diesel;Manual;First;196;2179;1381;7;961225
130757;Honda Accord 2.4 Elegance M/T;Hyderabad;Telangana;Südindien;Indien;2010;119000;Benzin;Manual;First;1428;2354;180;5;693247
130758;Maruti Eeco 7 Seater Standard;Coimbatore;Tamil Nadu;Südindien;Indien;2016;42225;Benzin;Manual;First;2114;1196;73;7;501002
130759;Maruti Swift VDI;Ahmedabad;Gujarat;Westindien;Indien;2012;65000;Diesel;Manual;First;3206;1248;74;5;454397
130760;Maruti Baleno Zeta Automatic;Pune;Maharashtra;Westindien;Indien;2016;27809;Benzin;Automatic;First;2996;1197;831;5;746843
130761;Mahindra XUV500 W8 2WD;Coimbatore;Tamil Nadu;Südindien;Indien;2015;65100;Diesel;Manual;First;2114;2179;140;7;974041
130762;Hyundai Xcent 1.2 Kappa S;Chennai;Tamil Nadu;Ostindien;Indien;2014;51000;Benzin;Manual;First;2674;1197;82;5;448572
130763;Mercedes-Benz New C-Class C 220 CDI Style;Hyderabad;Telangana;Südindien;Indien;2017;10000;Diesel;Automatic;First;26978;2143;16762;5;4194435
130764;Skoda Superb 1.8 TSI MT;Kolkata;Westbengalen;Ostindien;Indien;2011;54895;Benzin;Manual;First;18396;1798;160;5;873841
130765;Volkswagen CrossPolo 1.5 TDI;Hyderabad;Telangana;Südindien;Indien;2015;80768;Diesel;Manual;First;28196;1498;8873;5;664119
130766;Maruti Ignis 1.2 Delta;Kochi;Kerala;Südindien;Indien;2019;12076;Benzin;Manual;First;29246;1197;818;5;640817
130767;Maruti Swift VDI BSIV;Chennai;Tamil Nadu;Ostindien;Indien;2016;49000;Diesel;Manual;First;3528;1248;74;5;687421
130768;Honda City i VTEC VX Option;Mumbai;Maharashtra;Westindien;Indien;2015;42366;Benzin;Manual;First;2492;1497;1173;5;902969
130769;BMW 5 Series 530d Highline Sedan;Ahmedabad;Gujarat;Westindien;Indien;2010;68000;Diesel;Automatic;First;161;2993;235;5;2097218
130770;Skoda Laura Ambiente;Hyderabad;Telangana;Südindien;Indien;2008;122397;Diesel;Manual;First;245;1896;106;5;512653
130771;Volkswagen Polo GT TSI;Coimbatore;Tamil Nadu;Südindien;Indien;2017;50534;Benzin;Automatic;First;24094;1197;1035;5;963555
130772;Renault Duster 85PS Diesel RxL;Ahmedabad;Gujarat;Westindien;Indien;2014;55300;Diesel;Manual;First;27818;1461;838;5;553432
130773;Honda City 1.5 S AT;Hyderabad;Telangana;Südindien;Indien;2008;73095;Benzin;Automatic;First;2352;1497;118;5;442746
130774;Volkswagen Vento Diesel Highline;Ahmedabad;Gujarat;Westindien;Indien;2011;51100;Diesel;Manual;First;28756;1598;1036;5;396141
130775;Hyundai Grand i10 Sportz;Pune;Maharashtra;Westindien;Indien;2016;13436;Benzin;Manual;Second;2646;1197;82;5;547607
130776;Ford Fiesta 1.4 ZXi Duratec;Pune;Maharashtra;Westindien;Indien;2008;76000;Benzin;Manual;Second;2324;1388;68;5;173603
130777;Hyundai Xcent 1.1 CRDi S;Mumbai;Maharashtra;Westindien;Indien;2016;63141;Diesel;Manual;Second;3416;112;71;5;524304
130778;Honda Amaze VX i-DTEC;Hyderabad;Telangana;Südindien;Indien;2014;74885;Diesel;Manual;First;3612;1498;986;5;629165
130779;Honda City i VTEC CVT VX;Hyderabad;Telangana;Südindien;Indien;2016;14000;Benzin;Automatic;First;252;1497;1173;5;1339889
130780;Renault Fluence 1.5;Pune;Maharashtra;Westindien;Indien;2012;56000;Diesel;Manual;Second;2856;1461;1085;5;407792
130781;BMW 5 Series 520d Luxury Line;Ahmedabad;Gujarat;Westindien;Indien;2010;46000;Diesel;Automatic;First;31472;1995;190;5;1922450
130782;Maruti SX4 ZXI MT BSIV;Mumbai;Maharashtra;Westindien;Indien;2012;51800;Benzin;Manual;First;217;1586;1033;5;454397
130783;Honda City ZX CVT;Hyderabad;Telangana;Südindien;Indien;2007;81000;Benzin;Automatic;First;2296;1497;78;5;378664
130784;Volkswagen Ameo 1.2 MPI Comfortline;Kochi;Kerala;Südindien;Indien;2018;17370;Benzin;Manual;First;238;1198;7375;5;680431
130785;Volkswagen Ameo 1.2 MPI Comfortline;Hyderabad;Telangana;Südindien;Indien;2016;18456;Benzin;Manual;First;238;1198;7375;5;669945
130786;Audi A4 2.0 TDI Multitronic;Delhi;DelhiStaat;Nordindien;Indien;2010;59000;Diesel;Automatic;First;2317;1968;140;5;1165121
130787;Maruti Wagon R VXI;Mumbai;Maharashtra;Westindien;Indien;2006;141537;Benzin;Manual;Second;2646;998;671;5;122338
130788;Hyundai Verna SX CRDi AT;Delhi;DelhiStaat;Nordindien;Indien;2013;51000;Diesel;Automatic;First;26712;1582;12632;5;657128
130789;Mercedes-Benz GLC 220d 4MATIC Style;Coimbatore;Tamil Nadu;Südindien;Indien;2019;29311;Diesel;Automatic;First;2506;2143;170;5;5938621
130790;BMW 3 Series Luxury Line;Mumbai;Maharashtra;Westindien;Indien;2016;31000;Diesel;Automatic;First;30464;1995;190;5;3489537
130791;Honda Mobilio V Option i DTEC;Mumbai;Maharashtra;Westindien;Indien;2014;80000;Diesel;Manual;Second;3388;1498;986;7;565084
130792;Hyundai Creta 1.6 CRDi AT SX Plus;Hyderabad;Telangana;Südindien;Indien;2016;33000;Diesel;Automatic;First;23814;1582;1262;5;1689425
130793;Honda City 1.5 S MT;Hyderabad;Telangana;Südindien;Indien;2011;71556;Benzin;Manual;First;238;1497;118;5;640817
130794;Ford Fiesta 1.4 TDCi EXI;Bangalore;Karnataka;Südindien;Indien;2011;85000;Diesel;Manual;First;2492;1399;68;5;372839
130795;Maruti Swift Dzire LDI;Chennai;Tamil Nadu;Ostindien;Indien;2016;91000;Diesel;Manual;First;37226;1248;74;5;524304
130796;Mercedes-Benz E-Class E250 CDI Launch Edition;Coimbatore;Tamil Nadu;Südindien;Indien;2015;73187;Diesel;Automatic;First;182;2143;204;5;3579252
130797;Chevrolet Captiva LT;Jaipur;Rajastahn;Nordindien;Indien;2009;232000;Diesel;Manual;First;161;1991;1479;7;407792
130798;Toyota Innova 2.5 V Diesel 7-seater;Bangalore;Karnataka;Südindien;Indien;2007;127079;Diesel;Manual;First;1792;2494;102;7;814420
130799;Mahindra Quanto C8;Kochi;Kerala;Südindien;Indien;2014;58816;Diesel;Manual;First;24094;1493;100;7;401967
130800;Honda City i VTEC V;Kochi;Kerala;Südindien;Indien;2015;63818;Benzin;Manual;First;2436;1497;1173;5;765484
130801;Audi A4 2.0 TDI 177  Premium Plus;Kolkata;Westbengalen;Ostindien;Indien;2014;40000;Diesel;Automatic;First;23954;1968;17433;5;2038962
130802;Volkswagen Polo Diesel Comfortline 1.2L;Delhi;DelhiStaat;Nordindien;Indien;2013;77445;Diesel;Manual;First;30898;1199;739;5;436920
130803;Ford EcoSport 1.5 Benzin Titanium Plus AT;Pune;Maharashtra;Westindien;Indien;2017;14000;Benzin;Automatic;First;2072;1497;12136;5;1163956
130804;Toyota Innova 2.5 G (Diesel) 7 Seater BS IV;Kolkata;Westbengalen;Ostindien;Indien;2012;85122;Diesel;Manual;First;18186;2494;100;7;955399
130805;Honda City 1.5 EXI;Jaipur;Rajastahn;Nordindien;Indien;2005;123000;Benzin;Manual;Third;182;1493;100;5;128163
130806;Maruti SX4 Green Vxi (CNG);Kochi;Kerala;Südindien;Indien;2015;61000;CNG;Manual;First;3094;1586;857;5;453232
130807;Maruti Alto 800 2016-2019 LXI Optional;Chennai;Tamil Nadu;Ostindien;Indien;2015;63714;Benzin;Manual;First;3458;796;473;5;285455
130808;Mercedes-Benz M-Class ML 320 CDI;Pune;Maharashtra;Westindien;Indien;2009;53000;Diesel;Automatic;First;1218;2987;22434;5;1602041
130809;Maruti Swift Dzire LDI;Kolkata;Westbengalen;Ostindien;Indien;2017;60000;Diesel;Manual;First;37226;1248;74;5;349536
130810;Maruti Vitara Brezza ZDi Plus Dual Tone;Ahmedabad;Gujarat;Westindien;Indien;2017;33000;Diesel;Manual;First;3402;1248;885;5;1077737
130811;Volvo S60 D5 Summum;Mumbai;Maharashtra;Westindien;Indien;2013;31000;Diesel;Automatic;First;1848;24;215;5;2056438
130812;Toyota Fortuner 4x2 AT;Delhi;DelhiStaat;Nordindien;Indien;2014;79000;Diesel;Automatic;First;1757;2982;1685;7;2126346
130813;Hyundai i20 Sportz Option Diesel;Kochi;Kerala;Südindien;Indien;2013;67914;Diesel;Manual;First;322;1396;90;5;401967
130814;Audi A4 35 TDI Premium;Bangalore;Karnataka;Südindien;Indien;2015;58970;Diesel;Automatic;First;23954;1968;17433;5;2767162
130815;Nissan Terrano XV D Pre;Mumbai;Maharashtra;Westindien;Indien;2013;60000;Diesel;Manual;Second;27496;1461;1085;5;634991
130816;Maruti Celerio ZXI AMT;Coimbatore;Tamil Nadu;Südindien;Indien;2017;35225;Benzin;Automatic;First;3234;998;6704;5;611688
130817;Hyundai i10 Sportz AT;Delhi;DelhiStaat;Nordindien;Indien;2012;62282;Benzin;Automatic;First;2373;1197;789;5;337885
130818;BMW 3 Series 320d;Hyderabad;Telangana;Südindien;Indien;2010;80000;Diesel;Automatic;First;31766;1995;190;5;1654472
130819;Hyundai Grand i10 Sportz;Kochi;Kerala;Südindien;Indien;2018;43698;Benzin;Manual;First;2646;1197;82;5;675770
130820;Hyundai Grand i10 Asta Option AT;Coimbatore;Tamil Nadu;Südindien;Indien;2017;28052;Benzin;Automatic;First;2646;1197;82;5;841217
130821;Hyundai Grand i10 1.2 Kappa Sportz;Coimbatore;Tamil Nadu;Südindien;Indien;2016;29091;Benzin;Manual;First;2646;1197;8186;5;567414
130822;Volkswagen Polo 1.2 MPI Comfortline;Delhi;DelhiStaat;Nordindien;Indien;2013;63000;Benzin;Manual;First;23058;1198;74;5;384490
130823;Honda City ZX EXi;Hyderabad;Telangana;Südindien;Indien;2007;91000;Benzin;Manual;Second;2478;1497;78;5;349536
130824;Mercedes-Benz GLA Class 200 CDI;Hyderabad;Telangana;Südindien;Indien;2014;30000;Diesel;Automatic;First;2506;2143;136;5;3029314
130825;Maruti Omni 8 Seater BSIV;Hyderabad;Telangana;Südindien;Indien;2017;24571;Benzin;Manual;First;196;796;35;5;337885
130826;Hyundai Verna 1.6 SX VTVT AT;Bangalore;Karnataka;Südindien;Indien;2014;45000;Benzin;Automatic;First;22036;1591;1213;5;873841
130827;Maruti Alto 800 LXI;Hyderabad;Telangana;Südindien;Indien;2015;24617;Benzin;Manual;First;31836;796;473;5;274969
130828;Maruti Vitara Brezza ZDi Plus Dual Tone;Coimbatore;Tamil Nadu;Südindien;Indien;2017;26927;Diesel;Manual;First;3402;1248;885;5;1327073
130829;Mahindra XUV500 W8 2WD;Kochi;Kerala;Südindien;Indien;2013;87736;Diesel;Manual;First;2114;2179;140;7;817915
130830;Maruti Vitara Brezza ZDi;Delhi;DelhiStaat;Nordindien;Indien;2016;35299;Diesel;Manual;First;3402;1248;885;5;932097
130831;Hyundai i20 1.2 Spotz;Kochi;Kerala;Südindien;Indien;2017;51612;Benzin;Manual;First;2604;1197;8183;5;828401
130832;Mercedes-Benz E-Class 250 D W 210;Mumbai;Maharashtra;Westindien;Indien;1998;55300;Diesel;Automatic;First;14;1796;1577;5;454397
130833;Maruti Alto LXi;Hyderabad;Telangana;Südindien;Indien;2009;65090;Benzin;Manual;First;2758;796;463;5;250501
130834;Honda Amaze S i-Vtech;Kolkata;Westbengalen;Ostindien;Indien;2013;40000;Benzin;Manual;First;252;1198;867;5;378664
130835;Land Rover Range Rover Sport HSE;Kochi;Kerala;Südindien;Indien;2015;38467;Diesel;Automatic;First;1771;2993;255;5;8232745
130836;Hyundai Grand i10 CRDi Magna;Mumbai;Maharashtra;Westindien;Indien;2013;71904;Diesel;Manual;First;336;112;70;5;537121
130837;Honda Civic 2006-2010 1.8 S MT;Mumbai;Maharashtra;Westindien;Indien;2008;87000;Benzin;Manual;First;189;1799;130;5;273803
130838;Hyundai Grand i10 CRDi Magna;Chennai;Tamil Nadu;Ostindien;Indien;2014;33000;Diesel;Manual;Second;336;112;70;5;471874
130839;Maruti 800 AC Uniq;Jaipur;Rajastahn;Nordindien;Indien;2009;22100;Benzin;Manual;Second;2254;796;37;4;93210
130840;Toyota Etios Liva Diesel;Hyderabad;Telangana;Südindien;Indien;2014;59589;Diesel;Manual;First;33026;1364;671;5;652468
130841;Hyundai i20 Magna 1.4 CRDi;Delhi;DelhiStaat;Nordindien;Indien;2015;44000;Diesel;Manual;First;31556;1396;8873;5;623340
130842;Maruti Alto K10 VXI;Mumbai;Maharashtra;Westindien;Indien;2017;12000;Benzin;Manual;First;33698;998;671;5;378664
130843;BMW X1 sDrive20d;Pune;Maharashtra;Westindien;Indien;2012;66000;Diesel;Automatic;Second;2387;1995;184;5;1339889
130844;Maruti Celerio VXI AT;Pune;Maharashtra;Westindien;Indien;2016;38009;Benzin;Automatic;First;3234;998;6704;5;495176
130845;Skoda Superb Elegance 1.8 TSI AT;Mumbai;Maharashtra;Westindien;Indien;2009;35000;Benzin;Automatic;Second;1918;1798;15775;5;518479
130846;Mahindra Xylo E4;Pune;Maharashtra;Westindien;Indien;2009;70000;Diesel;Manual;First;196;2498;112;7;332059
130847;Mahindra XUV500 W8 2WD;Delhi;DelhiStaat;Nordindien;Indien;2014;86000;Diesel;Manual;First;2114;2179;140;7;914620
130848;Maruti Swift Dzire VXI;Pune;Maharashtra;Westindien;Indien;2016;32000;Benzin;Manual;First;2674;1197;858;5;617514
130849;Ford Ecosport 1.0 Ecoboost Platinum Edition;Mumbai;Maharashtra;Westindien;Indien;2017;15000;Benzin;Manual;First;26432;999;12324;5;932097
130850;Toyota Corolla Altis Diesel D4DG;Coimbatore;Tamil Nadu;Südindien;Indien;2014;69918;Diesel;Manual;First;30002;1364;872;5;1098709
130851;Hyundai i20 2015-2017 1.2 Magna;Pune;Maharashtra;Westindien;Indien;2012;39000;Benzin;Manual;First;259;1197;80;5;320408
130852;Renault Captur 1.5 Diesel Platine Mono;Mumbai;Maharashtra;Westindien;Indien;2018;1011;Diesel;Manual;First;28518;1461;10845;5;1572913
130853;Mercedes-Benz E-Class 280 CDI;Hyderabad;Telangana;Südindien;Indien;2009;85000;Diesel;Automatic;First;154;2987;1985;5;1163956
130854;Maruti Baleno RS 1.0 Benzin;Chennai;Tamil Nadu;Ostindien;Indien;2017;46663;Benzin;Manual;First;2954;998;100;5;809759
130855;Nissan Sunny 2011-2014 XL AT Special Edition;Chennai;Tamil Nadu;Ostindien;Indien;2015;27000;Benzin;Automatic;First;25158;1498;996;5;786457
130856;Hyundai Grand i10 AT Asta;Chennai;Tamil Nadu;Ostindien;Indien;2015;15000;Benzin;Automatic;First;2646;1197;82;5;640817
130857;Maruti Ciaz Zeta;Kochi;Kerala;Südindien;Indien;2018;10575;Benzin;Manual;First;30184;1462;10325;5;1069581
130858;Hyundai Xcent 1.2 Kappa S;Jaipur;Rajastahn;Nordindien;Indien;2014;12500;Benzin;Manual;First;2674;1197;82;5;483525
130859;Hyundai Verna 1.6 SX CRDi (O);Ahmedabad;Gujarat;Westindien;Indien;2012;52000;Diesel;Manual;First;31248;1582;12632;5;757329
130860;Maruti Wagon R VXI 1.2;Kochi;Kerala;Südindien;Indien;2015;49818;Benzin;Manual;First;301;1197;818;5;478865
130861;Hyundai Verna CRDi;Hyderabad;Telangana;Südindien;Indien;2008;90000;Diesel;Manual;Second;2352;1493;110;5;262152
130862;Toyota Etios Liva G;Kochi;Kerala;Südindien;Indien;2015;52207;Benzin;Manual;First;24794;1197;789;5;531295
130863;Mahindra Xylo E4 ABS BS III;Pune;Maharashtra;Westindien;Indien;2013;167362;Diesel;Manual;First;16352;2498;112;7;466048
130864;Toyota Etios Liva GD;Coimbatore;Tamil Nadu;Südindien;Indien;2015;49894;Diesel;Manual;First;33026;1364;6706;5;614019
130865;Mahindra Thar DI 4X4;Kochi;Kerala;Südindien;Indien;2019;13024;Diesel;Manual;First;25284;2523;63;7;1061425
130866;Nissan X-Trail SLX MT;Pune;Maharashtra;Westindien;Indien;2010;128000;Diesel;Manual;Second;20188;1995;1476;5;722375
130867;Toyota Innova Crysta 2.8 ZX AT;Kochi;Kerala;Südindien;Indien;2017;26023;Diesel;Automatic;First;15904;2755;1715;7;2326747
130868;Hyundai Creta 1.4 CRDi S;Delhi;DelhiStaat;Nordindien;Indien;2016;42784;Diesel;Manual;First;29932;1396;887;5;1184928
130869;Maruti Swift VDI;Pune;Maharashtra;Westindien;Indien;2014;115000;Diesel;Manual;First;3976;1248;74;5;524304
130870;Hyundai Verna 1.6 CRDI SX Option;Kochi;Kerala;Südindien;Indien;2019;30529;Diesel;Manual;First;3346;1582;1262;5;1663793
130871;Maruti Alto LXi BSIII;Kochi;Kerala;Südindien;Indien;2012;14814;Benzin;Manual;Second;2758;796;463;5;287785
130872;Maruti S Cross DDiS 200 Alpha;Ahmedabad;Gujarat;Westindien;Indien;2016;58000;Diesel;Manual;First;3311;1248;885;5;920446
130873;Hyundai EON Era;Hyderabad;Telangana;Südindien;Indien;2011;68128;Benzin;Manual;First;2954;814;552;5;267978
130874;Nissan Terrano XL;Hyderabad;Telangana;Südindien;Indien;2013;63220;Benzin;Manual;First;18536;1598;1025;5;757329
130875;Hyundai EON Era;Hyderabad;Telangana;Südindien;Indien;2016;30000;Benzin;Manual;First;2954;814;552;5;378664
130876;Tata Zest Quadrajet 1.3 XT;Bangalore;Karnataka;Südindien;Indien;2017;27768;Diesel;Manual;First;2891;1248;887;5;681596
130877;Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance;Hyderabad;Telangana;Südindien;Indien;2014;53000;Diesel;Automatic;Second;19894;2143;203;5;3378851
130878;Audi Q5 2.0 TDI Premium Plus;Coimbatore;Tamil Nadu;Südindien;Indien;2014;87652;Diesel;Automatic;Second;19824;1968;1743;5;2995526
130879;Ford Fiesta 1.6 ZXi Leather;Chennai;Tamil Nadu;Ostindien;Indien;2008;94873;Benzin;Manual;Second;2142;1596;101;5;215547
130880;BMW 3 Series 320d Prestige;Mumbai;Maharashtra;Westindien;Indien;2015;56000;Diesel;Automatic;First;26432;1995;184;5;2650650
130881;Maruti Baleno RS 1.0 Benzin;Kochi;Kerala;Südindien;Indien;2018;18678;Benzin;Manual;First;2954;998;100;5;969381
130882;Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency;Delhi;DelhiStaat;Nordindien;Indien;2014;30000;Diesel;Automatic;First;19894;2143;203;5;3029314
130883;Hyundai i10 Sportz 1.2;Hyderabad;Telangana;Südindien;Indien;2013;59000;Benzin;Manual;First;28504;1197;789;5;401967
130884;Hyundai Grand i10 Asta Option;Mumbai;Maharashtra;Westindien;Indien;2017;13000;Benzin;Manual;First;2646;1197;82;5;600037
130885;Honda Brio S MT;Kochi;Kerala;Südindien;Indien;2014;74325;Benzin;Manual;First;2716;1198;868;5;408957
130886;Hyundai i20 Magna 1.4 CRDi (Diesel);Kolkata;Westbengalen;Ostindien;Indien;2015;45000;Diesel;Manual;First;3066;1396;8876;5;401967
130887;Volkswagen Polo Benzin Highline 1.2L;Pune;Maharashtra;Westindien;Indien;2013;57000;Benzin;Manual;First;23058;1198;739;5;436920
130888;Honda City 1.5 EXI;Pune;Maharashtra;Westindien;Indien;2001;125943;Benzin;Manual;Second;182;1493;100;5;168943
130889;Skoda Octavia Ambiente 1.9 TDI;Delhi;DelhiStaat;Nordindien;Indien;2008;80000;Diesel;Manual;First;2618;1896;66;5;256327
130890;Ford Endeavour 2.5L 4X2;Hyderabad;Telangana;Südindien;Indien;2010;154000;Diesel;Manual;First;1834;2499;141;7;930932
130891;Chevrolet Cruze LTZ;Bangalore;Karnataka;Südindien;Indien;2013;62000;Diesel;Manual;Second;2562;1991;1479;5;786457
130892;Honda Mobilio V i DTEC;Kolkata;Westbengalen;Ostindien;Indien;2014;45000;Diesel;Manual;First;3388;1498;986;7;582560
130893;Maruti Ertiga VDI;Pune;Maharashtra;Westindien;Indien;2012;105000;Diesel;Manual;Second;29078;1248;8876;7;687421
130894;Hyundai Grand i10 Sportz;Mumbai;Maharashtra;Westindien;Indien;2013;26000;Benzin;Manual;First;2646;1197;82;5;436920
130895;Jaguar XF 3.0 Litre S Premium Luxury;Mumbai;Maharashtra;Westindien;Indien;2014;30900;Diesel;Automatic;First;20636;2993;2709;5;3437107
130896;Honda Amaze VX i-Vtech;Chennai;Tamil Nadu;Ostindien;Indien;2014;48000;Benzin;Manual;First;252;1198;867;5;553432
130897;Audi A6 2.7 TDI;Pune;Maharashtra;Westindien;Indien;2011;112719;Diesel;Automatic;First;1736;2698;1795;5;1339889
130898;Hyundai i20 1.2 Spotz;Chennai;Tamil Nadu;Ostindien;Indien;2017;5000;Benzin;Manual;First;2604;1197;8183;5;809759
130899;Volkswagen Ameo 1.2 MPI Highline Plus 16;Mumbai;Maharashtra;Westindien;Indien;2016;16000;Benzin;Manual;First;238;1198;7375;5;629165
130900;Renault Fluence 2.0;Jaipur;Rajastahn;Nordindien;Indien;2011;63000;Benzin;Automatic;First;1876;1997;1351;5;553432
130901;Maruti Alto K10 VXI;Chennai;Tamil Nadu;Ostindien;Indien;2011;28300;Benzin;Manual;First;33698;998;671;5;250501
130902;Maruti Alto Std;Jaipur;Rajastahn;Nordindien;Indien;2005;49000;Benzin;Manual;First;2758;796;463;5;104861
130903;Maruti Wagon R VXI BS IV;Kolkata;Westbengalen;Ostindien;Indien;2016;12501;Benzin;Manual;First;28714;998;6704;5;407792
130904;Fiat Linea 1.3 Emotion;Kochi;Kerala;Südindien;Indien;2016;56628;Diesel;Manual;First;2856;1248;92;5;681596
130905;Maruti Swift Dzire Vdi BSIV;Pune;Maharashtra;Westindien;Indien;2010;105000;Diesel;Manual;First;2702;1248;739;5;367013
130906;Renault Scala Diesel RxL;Pune;Maharashtra;Westindien;Indien;2016;52126;Diesel;Manual;First;30296;1461;848;5;699073
130907;Hyundai i20 Magna;Kolkata;Westbengalen;Ostindien;Indien;2010;38000;Benzin;Manual;First;259;1197;80;5;259822
130908;Hyundai Xcent 1.2 Kappa SX Option;Bangalore;Karnataka;Südindien;Indien;2016;50000;Benzin;Manual;First;2674;1197;82;5;291280
130909;Maruti Wagon R LXI;Kochi;Kerala;Südindien;Indien;2015;50230;Benzin;Manual;First;2646;998;671;5;450902
130910;Mahindra XUV500 W8 2WD;Ahmedabad;Gujarat;Westindien;Indien;2014;31000;Diesel;Manual;First;2114;2179;140;7;1106865
130911;Toyota Fortuner 4x2 AT;Delhi;DelhiStaat;Nordindien;Indien;2014;79000;Diesel;Automatic;First;1757;2982;1685;7;2068090
130912;Renault Duster 110PS Diesel RxZ Plus;Delhi;DelhiStaat;Nordindien;Indien;2012;130000;Diesel;Manual;First;27496;1461;10845;5;436920
130913;Hyundai Santro Xing GLS;Chennai;Tamil Nadu;Ostindien;Indien;2010;115000;Benzin;Manual;Second;25088;1086;621;5;174768
130914;Hyundai Verna 1.6 SX VTVT;Pune;Maharashtra;Westindien;Indien;2013;41500;Benzin;Manual;Second;23814;1591;1213;5;582560
130915;BMW X1 sDrive 20d Exclusive;Pune;Maharashtra;Westindien;Indien;2014;54385;Diesel;Automatic;Second;21084;1995;177;5;1980706
130916;Honda Civic 2006-2010 1.8 V AT;Kochi;Kerala;Südindien;Indien;2011;56361;Benzin;Automatic;First;1806;1799;130;5;510323
130917;Audi A6 35 TFSI Matrix;Delhi;DelhiStaat;Nordindien;Indien;2018;22000;Benzin;Automatic;First;21364;1798;18774;5;4835252
130918;Maruti Wagon R LXI BS IV;Kolkata;Westbengalen;Ostindien;Indien;2017;8000;Benzin;Manual;First;28714;998;6704;5;349536
130919;Maruti Vitara Brezza ZDi Plus Dual Tone;Coimbatore;Tamil Nadu;Südindien;Indien;2018;28741;Diesel;Manual;First;3402;1248;885;5;1281633
130920;Land Rover Discovery 3 TDV6 Diesel Automatic;Pune;Maharashtra;Westindien;Indien;2012;117236;Diesel;Automatic;Second;1652;272;190;7;1631169
130921;Maruti Dzire New;Pune;Maharashtra;Westindien;Indien;2016;30500;Diesel;Automatic;First;37226;1248;74;5;891318
130922;Hyundai Verna VTVT 1.6 SX;Kolkata;Westbengalen;Ostindien;Indien;2018;5000;Benzin;Manual;First;238;1591;1213;5;1013655
130923;Maruti Ertiga ZDI Plus;Hyderabad;Telangana;Südindien;Indien;2016;42000;Diesel;Manual;First;35658;1248;885;7;1153470
130924;Hyundai Accent GLE;Mumbai;Maharashtra;Westindien;Indien;2010;32773;Benzin;Manual;First;1848;1495;94;5;238850
130925;Hyundai i20 1.2 Sportz;Kolkata;Westbengalen;Ostindien;Indien;2016;19008;Benzin;Manual;First;238;1197;80;5;611688
130926;Hyundai Verna VTVT 1.6 SX;Kochi;Kerala;Südindien;Indien;2012;32542;Benzin;Manual;First;238;1591;1213;5;672275
130927;Maruti Alto LX;Hyderabad;Telangana;Südindien;Indien;2010;94753;Benzin;Manual;First;2758;796;463;5;227199
130928;Mahindra Scorpio VLX;Ahmedabad;Gujarat;Westindien;Indien;2011;70000;Diesel;Manual;Second;1687;2179;120;8;868015
130929;Maruti Wagon R LXI;Delhi;DelhiStaat;Nordindien;Indien;2012;68347;Benzin;Manual;First;2646;998;671;5;302931
130930;Hyundai i20 1.2 Sportz;Ahmedabad;Gujarat;Westindien;Indien;2011;72000;Benzin;Manual;Second;238;1197;80;5;378664
130931;Maruti Ritz VDi;Hyderabad;Telangana;Südindien;Indien;2010;75014;Diesel;Manual;First;2954;1248;739;5;448572
130932;Renault Koleos 2.0 Diesel;Delhi;DelhiStaat;Nordindien;Indien;2013;65000;Diesel;Automatic;Second;19222;1995;148;5;873841
