id,name,ort,bundesstaat,region,land,jahr,kilometerstand,pS,preisEuro,kraftstoff,schaltung,besitzer,kilometerPerLiter,hubraum,sitze
130255,Volkswagen Polo Benzin Trendline 1.2L,Mumbai,Maharashtra,Westindien,Indien,2012,41000,75,371215,Benzin,Manual,Erster,16.47,1198,5
130256,Maruti Omni 8 Seater BSII,Jaipur,Rajastahn,Nordindien,Indien,2012,65000,35,185607,Benzin,Manual,Erster,19.7,796,8
130257,Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,Tamil Nadu,Ostindien,Indien,2019,12153,83,819068,Benzin,Automatisch,Erster,18.9,1197,5
130258,Tata Nano Twist XT,Hyderabad,Telangana,S?dindien,Indien,2014,16810,38,191595,Benzin,Manual,Erster,25.4,624,4
130259,Audi A4 30 TFSI Premium Plus,Kochi,Kerala,S?dindien,Indien,2017,61221,149,2602096,Benzin,Automatisch,Erster,17.84,1395,5
130260,Volkswagen Polo 1.2 MPI Highline,Mumbai,Maharashtra,Westindien,Indien,2015,22000,75,568797,Benzin,Manual,Erster,16.47,1198,5
130261,Maruti Alto 800 LXI,Chennai,Tamil Nadu,Ostindien,Indien,2015,63714,48,293379,Benzin,Manual,Erster,22.74,796,5
130262,Mini Cooper 5 DOOR D,Kochi,Kerala,S?dindien,Indien,2019,14857,115,3778009,Diesel,Automatisch,Erster,20.7,1496,5
130263,Audi A4 New 2.0 TDI Multitronic,Delhi,DelhiStaat,Nordindien,Indien,2012,69000,142,1227404,Diesel,Automatisch,Zweiter,15.2,1968,5
130264,Ford Endeavour Titanium 4X2,Coimbatore,Tamil Nadu,Ostindien,Indien,2019,14648,160,327627,Diesel,Manual,Erster,12.62,2198,7
130265,Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,Telangana,S?dindien,Indien,2013,100000,111,778354,Benzin,Manual,Zweiter,15.8,1499,5
130266,Hyundai Grand i10 Magna,Jaipur,Rajastahn,Nordindien,Indien,2016,22000,83,508924,Benzin,Manual,Erster,18.9,1197,5
130267,Chevrolet Sail 1.2 LS,Mumbai,Maharashtra,Westindien,Indien,2014,10000,83,658607,Benzin,Manual,Erster,18.2,1199,5
130268,Maruti Swift Dzire LXI,Kolkata,Westbengalen,Ostindien,Indien,2015,107000,84,478987,Benzin,Manual,Erster,20.85,1197,5
130269,Tata Zest Revotron 1.2T XM,Kochi,Kerala,S?dindien,Indien,2017,48198,90,556822,Benzin,Manual,Erster,17.57,1193,5
130270,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,DelhiStaat,Nordindien,Indien,2015,15000,172,3412781,Diesel,Automatisch,Erster,19.27,2143,5
130271,Chevrolet Cruze LTZ,Coimbatore,Tamil Nadu,Ostindien,Indien,2014,80073,165,851399,Diesel,Manual,Erster,17.3,1998,5
130272,Maruti Ritz VDi,Hyderabad,Telangana,S?dindien,Indien,2013,85388,75,467012,Diesel,Manual,Erster,21.1,1248,5
130273,Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,Rajastahn,Nordindien,Indien,2017,14700,83,670582,Benzin,Manual,Erster,18.9,1197,5
130274,Maruti Dzire LDI,Pune,Maharashtra,Westindien,Indien,2012,150000,74,26943,Diesel,Manual,Dritter,28.4,1248,5
130275,Hyundai Verna 1.6 SX,Kolkata,Westbengalen,Ostindien,Indien,2011,34994,128,467012,Diesel,Manual,Erster,22.32,1582,5
130276,Jaguar XF Diesel,Coimbatore,Tamil Nadu,Ostindien,Indien,2014,82536,274,3428348,Diesel,Automatisch,Erster,14.74,2993,5
130277,Skoda Superb Elegance 1.8 TSI AT,Delhi,DelhiStaat,Nordindien,Indien,2013,82000,159,868164,Benzin,Automatisch,Erster,13.7,1798,5
130278,Maruti Wagon R LXI,Pune,Maharashtra,Westindien,Indien,2006,52000,68,239493,Benzin,Manual,Zweiter,18.9,998,5
130279,Volkswagen Polo Benzin Highline 1.2L,Mumbai,Maharashtra,Westindien,Indien,2011,20000,75,419113,Benzin,Manual,Erster,16.47,1198,5
130280,Honda Civic 2010-2013 1.8 S MT,Hyderabad,Telangana,S?dindien,Indien,2011,55000,132,598734,Benzin,Manual,Erster,14.8,1799,5
130281,Maruti Eeco CNG 5 Seater AC,Ahmedabad,Gujarat,Westindien,Indien,2015,47001,64,445458,CNG,Manual,Erster,28,1196,5
130282,Maruti Wagon R VXI,Chennai,Tamil Nadu,Ostindien,Indien,2014,52000,68,413126,Benzin,Manual,Erster,22.5,998,5
130283,Maruti Swift Dzire VDI,Kolkata,Westbengalen,Ostindien,Indien,2013,43284,75,53886,Diesel,Manual,Erster,23.4,1248,5
130284,Hyundai Creta 1.6 SX Plus Benzin Automatic,Coimbatore,Tamil Nadu,Ostindien,Indien,2018,23875,123,1719563,Benzin,Automatisch,Erster,13,1591,5
130285,Hyundai Grand i10 Asta,Bangalore,Karnataka,S?dindien,Indien,2016,51866,83,658607,Benzin,Manual,Erster,18.9,1197,5
130286,Nissan Micra Diesel XV Premium,Mumbai,Maharashtra,Westindien,Indien,2013,69000,64,35924,Diesel,Manual,Erster,23.08,1461,5
130287,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,62788,83,72806,Benzin,Manual,Erster,18.9,1197,5
130288,Volkswagen Vento Diesel Highline,Chennai,Tamil Nadu,Ostindien,Indien,2013,150000,105,598734,Diesel,Manual,Erster,20.54,1598,5
130289,Toyota Fortuner 4x2 AT,Kochi,Kerala,S?dindien,Indien,2015,47566,170,2424871,Diesel,Automatisch,Erster,12.55,2982,7
130290,Toyota Innova Crysta 2.8 GX AT,Pune,Maharashtra,Westindien,Indien,2018,20300,173,2155441,Diesel,Automatisch,Erster,11.36,2755,7
130291,Mercedes-Benz A Class A180 CDI,Pune,Maharashtra,Westindien,Indien,2015,48300,108,2095567,Diesel,Automatisch,Erster,20,2143,5
130292,Hyundai EON D Lite,Pune,Maharashtra,Westindien,Indien,2013,30000,56,251468,Benzin,Manual,Erster,21.1,814,5
130293,Hyundai Elantra CRDi SX,Bangalore,Karnataka,S?dindien,Indien,2012,36000,128,8981,Diesel,Manual,Zweiter,22.7,1582,5
130294,Mini Cooper 3 DOOR D,Kochi,Kerala,S?dindien,Indien,2015,27641,115,2966126,Diesel,Automatisch,Zweiter,20.7,1496,4
130295,Renault Duster 110PS Diesel RXZ Option,Bangalore,Karnataka,S?dindien,Indien,2015,60000,110,1035809,Diesel,Manual,Erster,19.64,1461,5
130296,Ford Endeavour 3.2 Titanium AT 4X4,Chennai,Tamil Nadu,Ostindien,Indien,2019,9000,199,4251008,Diesel,Automatisch,Erster,10.91,3198,7
130297,Toyota Corolla Altis GL MT,Delhi,DelhiStaat,Nordindien,Indien,2014,60750,139,125734,Benzin,Manual,Erster,14.28,1798,5
130298,Mahindra XUV500 W7,Delhi,DelhiStaat,Nordindien,Indien,2018,9000,157,1556707,Diesel,Manual,Erster,14,2179,7
130299,BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,Westbengalen,Ostindien,Indien,2012,41100,264,3173288,Diesel,Automatisch,Erster,16.77,2993,5
130300,Maruti Wagon R LX BSIII,Ahmedabad,Gujarat,Westindien,Indien,2004,60000,65,167645,Benzin,Manual,Zweiter,17.3,1061,5
130301,Honda City i VTEC SV,Kochi,Kerala,S?dindien,Indien,2017,38424,118,899298,Benzin,Manual,Erster,17.8,1497,5
130302,Maruti Swift VDI,Delhi,DelhiStaat,Nordindien,Indien,2014,50000,75,514911,Diesel,Manual,Erster,22.9,1248,5
130303,Honda City i-VTEC CVT VX,Mumbai,Maharashtra,Westindien,Indien,2015,19000,118,1071733,Benzin,Automatisch,Erster,18,1497,5
130304,Maruti Ertiga VDI,Kochi,Kerala,S?dindien,Indien,2015,58734,90,82745,Diesel,Manual,Erster,20.77,1248,7
130305,Renault Duster 110PS Diesel RxZ,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,65257,110,116753,Diesel,Manual,Erster,19.01,1461,5
130306,Maruti Swift Dzire VDi,Jaipur,Rajastahn,Nordindien,Indien,2010,130000,75,478987,Diesel,Manual,Zweiter,19.3,1248,5
130307,Maruti Ritz VDi,Hyderabad,Telangana,S?dindien,Indien,2011,79000,75,437075,Diesel,Manual,Erster,23.2,1248,5
130308,Mahindra XUV500 W8 4WD,Chennai,Tamil Nadu,Ostindien,Indien,2013,78000,141,1287277,Diesel,Manual,Erster,15.1,2179,7
130309,Honda Brio S MT,Kochi,Kerala,S?dindien,Indien,2015,49133,88,540058,Benzin,Manual,Erster,19.4,1198,5
130310,Tata Manza Club Class Quadrajet90 LS,Coimbatore,Tamil Nadu,Ostindien,Indien,2014,54448,90,443063,Diesel,Manual,Erster,21.02,1248,5
130311,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,Telangana,S?dindien,Indien,2014,158793,103,155551,Diesel,Manual,Erster,12.8,2494,7
130312,Maruti Swift VXI,Delhi,DelhiStaat,Nordindien,Indien,2015,62088,87,496949,Benzin,Manual,Erster,18.6,1197,5
130313,Hyundai Verna 1.6 EX VTVT,Kolkata,Westbengalen,Ostindien,Indien,2012,14800,123,526886,Benzin,Manual,Erster,17.01,1591,5
130314,Honda Mobilio S i VTEC,Kolkata,Westbengalen,Ostindien,Indien,2015,26000,118,508924,Benzin,Manual,Erster,17.3,1497,7
130315,Honda Amaze S i-Vtech,Mumbai,Maharashtra,Westindien,Indien,2017,32005,88,508924,Benzin,Manual,Erster,18,1198,5
130316,Honda City i-VTEC CVT VX,Jaipur,Rajastahn,Nordindien,Indien,2017,35000,118,92205,Benzin,Automatisch,Erster,18,1497,5
130317,Land Rover Range Rover 2.2L Dynamic,Pune,Maharashtra,Westindien,Indien,2015,52000,190,4759932,Diesel,Automatisch,Erster,12.7,2179,5
130318,Honda City i-VTEC V,Mumbai,Maharashtra,Westindien,Indien,2017,11000,118,1017847,Benzin,Manual,Erster,17.4,1497,5
130319,Mercedes-Benz E-Class 280 Elegance,Jaipur,Rajastahn,Nordindien,Indien,2008,62000,233,838227,Benzin,Automatisch,Erster,9.5,2997,5
130320,Ford Ikon 1.3 Flair,Chennai,Tamil Nadu,Ostindien,Indien,2002,65134,71,95797,Benzin,Manual,Dritter,13.8,1299,5
130321,Toyota Fortuner 4x2 Manual,Delhi,DelhiStaat,Nordindien,Indien,2013,71000,170,1826137,Diesel,Manual,Erster,13,2982,7
130322,Maruti A-Star Vxi,Hyderabad,Telangana,S?dindien,Indien,2008,51366,67,26943,Benzin,Manual,Erster,19,998,5
130323,Tata Sumo EX,Kolkata,Westbengalen,Ostindien,Indien,2016,46300,84,580772,Diesel,Manual,Erster,14.07,1948,7
130324,Honda City V AT,Coimbatore,Tamil Nadu,Ostindien,Indien,2012,60908,117,768774,Benzin,Automatisch,Zweiter,15.6,1497,5
130325,Nissan Micra XV D,Chennai,Tamil Nadu,Ostindien,Indien,2012,93450,64,299367,Diesel,Manual,Zweiter,23.19,1461,5
130326,Hyundai Verna SX CRDi AT,Hyderabad,Telangana,S?dindien,Indien,2011,104000,128,688544,Diesel,Automatisch,Erster,19.08,1582,5
130327,Maruti 800 Std,Pune,Maharashtra,Westindien,Indien,2003,52000,37,59873,Benzin,Manual,Erster,16.1,796,4
130328,Mahindra XUV500 W8 4WD,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,42999,141,1379482,Diesel,Manual,Erster,15.1,2179,7
130329,Maruti SX4 VDI,Delhi,DelhiStaat,Nordindien,Indien,2014,90000,90,53886,Diesel,Manual,Erster,21.5,1248,5
130330,Hyundai i20 Sportz AT 1.4,Bangalore,Karnataka,S?dindien,Indien,2013,72000,100,568797,Benzin,Automatisch,Erster,15,1396,5
130331,Hyundai Creta 1.6 CRDi SX,Coimbatore,Tamil Nadu,Ostindien,Indien,2019,54321,127,162137,Diesel,Manual,Erster,19.67,1582,5
130332,Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,Kerala,S?dindien,Indien,2015,59630,203,2803271,Diesel,Automatisch,Erster,13,2143,5
130333,Toyota Fortuner 4x2 AT,Hyderabad,Telangana,S?dindien,Indien,2013,116000,170,2305124,Diesel,Automatisch,Zweiter,12.55,2982,7
130334,Volvo S60 D4 KINETIC,Ahmedabad,Gujarat,Westindien,Indien,2015,34000,183,2394934,Diesel,Automatisch,Erster,9,1984,5
130335,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,DelhiStaat,Nordindien,Indien,2011,70000,205,1556707,Diesel,Automatisch,Erster,14.21,2143,5
130336,Honda Aord 2.4 Elegance M/T,Chennai,Tamil Nadu,Ostindien,Indien,2010,80000,182,477789,Benzin,Manual,Erster,10.2,2354,5
130337,Honda Amaze S i-Dtech,Pune,Maharashtra,Westindien,Indien,2015,110000,100,556822,Diesel,Manual,Erster,25.8,1498,5
130338,Maruti Dzire ZDI,Ahmedabad,Gujarat,Westindien,Indien,2013,56454,74,556822,Diesel,Manual,Erster,28.4,1248,5
130339,Maruti Swift LXI,Kolkata,Westbengalen,Ostindien,Indien,2013,60000,87,377202,Benzin,Manual,Erster,18.6,1197,5
130340,Toyota Corolla Altis G HV AT,Delhi,DelhiStaat,Nordindien,Indien,2013,56000,139,98791,Benzin,Automatisch,Erster,14.53,1798,5
130341,Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,Karnataka,S?dindien,Indien,2012,63000,339,7783536,Diesel,Automatisch,Zweiter,11.49,4367,5
130342,Maruti Swift VDI,Chennai,Tamil Nadu,Ostindien,Indien,2012,63000,75,53886,Diesel,Manual,Erster,22.9,1248,5
130343,Jeep Compass 2.0 Limited Option 4X4,Kolkata,Westbengalen,Ostindien,Indien,2017,15050,172,2095567,Diesel,Manual,Erster,16.3,1956,5
130344,Maruti Swift VXI BSIV,Mumbai,Maharashtra,Westindien,Indien,2016,29401,83,516108,Benzin,Manual,Erster,20.4,1197,5
130345,Honda Jazz 1.2 SV i VTEC,Kochi,Kerala,S?dindien,Indien,2016,25238,90,74243,Benzin,Manual,Erster,18.7,1199,5
130346,Volkswagen Polo Benzin Trendline 1.2L,Kochi,Kerala,S?dindien,Indien,2011,58752,75,397559,Benzin,Manual,Erster,16.47,1198,5
130347,Honda Civic 2006-2010 1.8 V AT,Delhi,DelhiStaat,Nordindien,Indien,2011,62000,131,44905,Benzin,Automatisch,Erster,12.9,1799,5
130348,Toyota Etios G SP,Bangalore,Karnataka,S?dindien,Indien,2013,132000,90,56281,Benzin,Manual,Erster,16.78,1496,5
130349,Hyundai Verna 1.6 SX VTVT,Chennai,Tamil Nadu,Ostindien,Indien,2016,51000,123,778354,Benzin,Manual,Erster,17.01,1591,5
130350,Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,Telangana,S?dindien,Indien,2009,185200,103,868164,Diesel,Manual,Erster,12.8,2494,8
130351,Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,61717,119,1070536,Diesel,Manual,Erster,22.7,1598,5
130352,Ford Freestyle Titanium Plus Benzin,Kolkata,Westbengalen,Ostindien,Indien,2018,8896,96,878941,Benzin,Manual,Erster,19,1194,5
130353,Maruti Baleno Alpha 1.2,Delhi,DelhiStaat,Nordindien,Indien,2016,17000,84,826252,Benzin,Manual,Erster,21.4,1197,5
130354,Honda Jazz V,Mumbai,Maharashtra,Westindien,Indien,2016,31378,90,706506,Benzin,Manual,Erster,18.2,1199,5
130355,Hyundai Verna 1.6 CRDi EX AT,Pune,Maharashtra,Westindien,Indien,2013,114000,128,80829,Diesel,Automatisch,Erster,22.32,1582,5
130356,Honda Amaze VX i-DTEC,Ahmedabad,Gujarat,Westindien,Indien,2014,81000,100,490962,Diesel,Manual,Erster,25.8,1498,5
130357,Audi Q3 30 TDI Premium FWD,Mumbai,Maharashtra,Westindien,Indien,2017,31000,149,3233161,Diesel,Automatisch,Erster,18.51,1968,5
130358,Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,Maharashtra,Westindien,Indien,2014,35000,105,53886,Benzin,Manual,Erster,15,1598,5
130359,Audi A4 2.0 TDI 177  Premium Plus,Kolkata,Westbengalen,Ostindien,Indien,2013,60001,176,1736327,Diesel,Automatisch,Erster,17.11,1968,5
130360,Maruti Swift Dzire VDI,Jaipur,Rajastahn,Nordindien,Indien,2014,75074,75,62867,Diesel,Manual,Erster,23.4,1248,5
130361,Tata Indica Vista Quadrajet LS,Kolkata,Westbengalen,Ostindien,Indien,2012,80000,75,143696,Diesel,Manual,Zweiter,22.3,1248,5
130362,Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,Rajastahn,Nordindien,Indien,2006,147350,102,592746,Diesel,Manual,Zweiter,12.99,2494,8
130363,Renault Duster 110PS Diesel RxZ Plus,Hyderabad,Telangana,S?dindien,Indien,2013,60000,110,8981,Diesel,Manual,Erster,19.64,1461,5
130364,Mercedes-Benz E-Class E400 Cabriolet,Kolkata,Westbengalen,Ostindien,Indien,2015,7501,336,5747842,Benzin,Automatisch,Erster,10,2996,4
130365,Honda Amaze S i-Dtech,Delhi,DelhiStaat,Nordindien,Indien,2015,58000,100,532873,Diesel,Manual,Erster,25.8,1498,5
130366,Mercedes-Benz GLE 350d,Coimbatore,Tamil Nadu,Ostindien,Indien,2018,29277,257,7142891,Diesel,Automatisch,Erster,11.57,2987,5
130367,Maruti Ritz VDi,Kochi,Kerala,S?dindien,Indien,2015,57034,75,524491,Diesel,Manual,Erster,23.2,1248,5
130368,Maruti Ciaz ZDi Plus SHVS,Kochi,Kerala,S?dindien,Indien,2016,40810,89,945999,Diesel,Manual,Erster,28.09,1248,5
130369,Maruti Baleno Delta CVT,Coimbatore,Tamil Nadu,Ostindien,Indien,2018,34630,84,872954,Benzin,Automatisch,Erster,21.4,1197,5
130370,Ford Fiesta Diesel Titanium Plus,Hyderabad,Telangana,S?dindien,Indien,2012,45122,90,71848,Diesel,Manual,Erster,23.5,1498,5
130371,Mahindra XUV500 W8 2WD,Chennai,Tamil Nadu,Ostindien,Indien,2011,126000,141,802303,Diesel,Manual,Dritter,16,2179,7
130372,Maruti Alto LXi,Jaipur,Rajastahn,Nordindien,Indien,2009,63000,47,17962,Benzin,Manual,Erster,19.7,796,5
130373,Mini Cooper 3 DOOR D,Kochi,Kerala,S?dindien,Indien,2016,32298,115,2849972,Diesel,Automatisch,Erster,20.7,1496,4
130374,Mahindra XUV500 W8 4WD,Kochi,Kerala,S?dindien,Indien,2014,63288,141,930432,Diesel,Manual,Erster,15.1,2179,7
130375,Hyundai Santro Xing GLS,Coimbatore,Tamil Nadu,Ostindien,Indien,2012,43337,63,397559,Benzin,Manual,Erster,17.92,1086,5
130376,Maruti Swift VDI,Kochi,Kerala,S?dindien,Indien,2015,46561,75,591549,Diesel,Manual,Erster,22.9,1248,5
130377,Mercedes-Benz A Class A180 CDI,Delhi,DelhiStaat,Nordindien,Indien,2013,34000,108,1317214,Diesel,Automatisch,Zweiter,20,2143,5
130378,Renault KWID RXT,Hyderabad,Telangana,S?dindien,Indien,2016,48000,54,407139,Benzin,Manual,Erster,25.17,799,5
130379,Maruti Swift VDI,Kochi,Kerala,S?dindien,Indien,2013,56263,75,499344,Diesel,Manual,Erster,22.9,1248,5
130380,Maruti Zen LXI,Hyderabad,Telangana,S?dindien,Indien,2005,84060,61,149683,Benzin,Manual,Zweiter,17.3,993,5
130381,Hyundai Grand i10 Magna AT,Mumbai,Maharashtra,Westindien,Indien,2016,9000,83,65262,Benzin,Automatisch,Erster,18.9,1197,5
130382,Tata Manza Aura Quadrajet BS IV,Jaipur,Rajastahn,Nordindien,Indien,2012,79000,90,310144,Diesel,Manual,Erster,21.12,1248,5
130383,Mahindra XUV500 W10 AWD,Pune,Maharashtra,Westindien,Indien,2015,87900,141,1438158,Diesel,Manual,Erster,16,2179,7
130384,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,DelhiStaat,Nordindien,Indien,2010,72425,87,293379,Benzin,Manual,Zweiter,17.5,1197,5
130385,Audi Q3 35 TDI Quattro Premium Plus,Bangalore,Karnataka,S?dindien,Indien,2015,38000,176,3472655,Diesel,Automatisch,Erster,15.73,1968,5
130386,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,Telangana,S?dindien,Indien,2010,107000,172,1435763,Diesel,Automatisch,Erster,14.84,2143,5
130387,Honda City i VTEC CVT VX,Delhi,DelhiStaat,Nordindien,Indien,2015,51000,118,945999,Benzin,Automatisch,Erster,18,1497,5
130388,Toyota Innova 2.5 GX 7 STR,Pune,Maharashtra,Westindien,Indien,2010,140000,103,748417,Diesel,Manual,Dritter,12.8,2494,7
130389,Chevrolet Beat LT,Pune,Maharashtra,Westindien,Indien,2011,48000,80,215544,Benzin,Manual,Zweiter,18.6,1199,5
130390,Maruti Wagon R LXI CNG,Delhi,DelhiStaat,Nordindien,Indien,2013,62000,59,335291,CNG,Manual,Erster,37.24,998,5
130391,Honda Jazz 1.2 S i VTEC,Mumbai,Maharashtra,Westindien,Indien,2015,31000,90,586759,Benzin,Manual,Erster,18.7,1199,5
130392,Nissan Micra XL Primo,Jaipur,Rajastahn,Nordindien,Indien,2010,75055,76,26943,Benzin,Manual,Erster,18.06,1198,5
130393,Maruti Ciaz AT ZXi,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,51210,92,1064548,Benzin,Automatisch,Erster,19.12,1373,5
130394,Toyota Fortuner 4x2 AT,Mumbai,Maharashtra,Westindien,Indien,2012,87000,170,1796201,Diesel,Automatisch,Erster,12.55,2982,7
130395,Ford Aspire Ambiente Diesel,Kolkata,Westbengalen,Ostindien,Indien,2018,17000,100,676569,Diesel,Manual,Erster,26.1,1498,5
130396,Maruti Ertiga ZDI,Jaipur,Rajastahn,Nordindien,Indien,2014,57000,90,838227,Diesel,Manual,Erster,20.77,1248,7
130397,Maruti Alto 800 LXI,Hyderabad,Telangana,S?dindien,Indien,2016,9370,48,353253,Benzin,Manual,Erster,22.74,796,5
130398,Honda Brio V MT,Chennai,Tamil Nadu,Ostindien,Indien,2013,53226,88,395164,Benzin,Manual,Erster,19.4,1198,5
130399,Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,Telangana,S?dindien,Indien,2010,120000,111,419113,Diesel,Manual,Zweiter,16.2,1493,5
130400,Honda City 1.5 GXI,Jaipur,Rajastahn,Nordindien,Indien,2007,75055,101,275417,Benzin,Manual,Erster,12.8,1493,5
130401,Hyundai Creta 1.6 CRDi SX,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,37247,127,1639332,Diesel,Manual,Erster,19.67,1582,5
130402,Toyota Etios Liva GD,Delhi,DelhiStaat,Nordindien,Indien,2013,64000,68,371215,Diesel,Manual,Erster,23.59,1364,5
130403,Hyundai Sonata Transform 2.4 GDi MT,Mumbai,Maharashtra,Westindien,Indien,2014,12000,200,1526771,Benzin,Manual,Erster,13.44,2359,5
130404,Hyundai Creta 1.6 CRDi SX Option,Pune,Maharashtra,Westindien,Indien,2017,40158,127,1646517,Diesel,Manual,Erster,19.67,1582,5
130405,Honda Jazz 1.2 SV i VTEC,Chennai,Tamil Nadu,Ostindien,Indien,2017,11000,90,80829,Benzin,Manual,Erster,18.7,1199,5
130406,Volkswagen Vento Diesel Comfortline,Chennai,Tamil Nadu,Ostindien,Indien,2014,70010,105,62867,Diesel,Manual,Erster,20.54,1598,5
130407,Mahindra XUV500 W6 2WD,Mumbai,Maharashtra,Westindien,Indien,2015,82000,141,1047784,Diesel,Manual,Erster,16,2179,7
130408,Mahindra TUV 300 2015-2019 T8,Kochi,Kerala,S?dindien,Indien,2017,57259,101,1062153,Diesel,Manual,Erster,18.49,1493,7
130409,Honda Aord 2001-2003 2.3 VTi L AT,Bangalore,Karnataka,S?dindien,Indien,2010,84000,143,778354,Benzin,Automatisch,Zweiter,11.1,2354,5
130410,Maruti Ertiga VDI,Pune,Maharashtra,Westindien,Indien,2012,168000,90,53886,Diesel,Manual,Erster,20.77,1248,7
130411,Mahindra Ssangyong Rexton RX5,Hyderabad,Telangana,S?dindien,Indien,2012,73670,164,1496834,Diesel,Manual,Erster,12.83,2696,7
130412,Toyota Fortuner 4x2 AT,Delhi,DelhiStaat,Nordindien,Indien,2014,89540,170,2011745,Diesel,Automatisch,Erster,12.55,2982,7
130413,Maruti Ertiga ZDI,Hyderabad,Telangana,S?dindien,Indien,2016,85423,90,1047784,Diesel,Manual,Erster,20.77,1248,7
130414,Hyundai Elantra CRDi SX AT,Pune,Maharashtra,Westindien,Indien,2013,48823,128,1017847,Diesel,Automatisch,Erster,19.5,1582,5
130415,Hyundai i10 Magna 1.2,Kolkata,Westbengalen,Ostindien,Indien,2011,35082,80,26464,Benzin,Manual,Erster,20.36,1197,5
130416,Maruti Omni MPI STD BSIV,Jaipur,Rajastahn,Nordindien,Indien,2012,126000,35,191595,Benzin,Manual,Erster,16.8,796,5
130417,Honda Amaze VX AT i-Vtech,Delhi,DelhiStaat,Nordindien,Indien,2016,19000,88,748417,Benzin,Automatisch,Erster,15.5,1198,5
130418,Honda Civic 2006-2010 1.8 V AT,Mumbai,Maharashtra,Westindien,Indien,2007,69000,131,26943,Benzin,Automatisch,Zweiter,12.9,1799,5
130419,Mercedes-Benz CLA 200 CDI Sport,Kochi,Kerala,S?dindien,Indien,2019,29836,137,3083478,Diesel,Automatisch,Erster,17.9,2143,5
130420,Skoda Superb 1.8 TFSI MT,Ahmedabad,Gujarat,Westindien,Indien,2010,48002,159,80829,Benzin,Manual,Zweiter,13.14,1798,5
130421,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,Gujarat,Westindien,Indien,2015,52324,89,748417,Diesel,Manual,Erster,28.09,1248,5
130422,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,DelhiStaat,Nordindien,Indien,2013,65000,91,610708,Diesel,Manual,Erster,22.7,1498,5
130423,Mercedes-Benz M-Class ML 320 CDI,Mumbai,Maharashtra,Westindien,Indien,2009,66000,227,1287277,Diesel,Automatisch,Zweiter,8.7,2987,5
130424,Hyundai Grand i10 CRDi Sportz,Hyderabad,Telangana,S?dindien,Indien,2016,75700,71,682556,Diesel,Manual,Erster,24,1120,5
130425,Volkswagen Vento Diesel Breeze,Bangalore,Karnataka,S?dindien,Indien,2013,43000,106,712493,Diesel,Manual,Erster,20.5,1598,5
130426,Chevrolet Beat Diesel LT,Kochi,Kerala,S?dindien,Indien,2012,42706,57,287392,Diesel,Manual,Erster,25.44,936,5
130427,Mahindra Quanto C6,Mumbai,Maharashtra,Westindien,Indien,2013,35000,101,417916,Diesel,Manual,Erster,17.21,1493,7
130428,Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,Telangana,S?dindien,Indien,2011,54348,81,478987,Benzin,Automatisch,Erster,19.2,1197,5
130429,Toyota Etios Liva 1.4 GD,Delhi,DelhiStaat,Nordindien,Indien,2013,84000,68,461025,Diesel,Manual,Erster,23.59,1364,5
130430,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,Maharashtra,Westindien,Indien,2010,63298,139,4730,Benzin,Automatisch,Erster,14.53,1794,5
130431,Hyundai i10 Magna 1.2,Jaipur,Rajastahn,Nordindien,Indien,2013,75049,80,35924,Benzin,Manual,Zweiter,20.36,1197,5
130432,Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,Kerala,S?dindien,Indien,2018,24237,88,802303,Benzin,Manual,Erster,18.16,1196,5
130433,Maruti Ritz ZXi,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,22767,87,735245,Benzin,Manual,Erster,18.5,1197,5
130434,Hyundai i20 Sportz AT 1.4,Bangalore,Karnataka,S?dindien,Indien,2012,58000,100,526886,Benzin,Automatisch,Zweiter,15,1396,5
